participantId,sessionId,taskPhase,conditionName,interactionCondition,layoutPreset,trialIndexInCondition,globalTrialIndex,targetDisplayId,targetPositionId,targetLocalX,targetLocalY,targetSize,attemptIndex,clickedDisplayId,clickedLocalX,clickedLocalY,resultType,isCorrect,displayError,targetError,miss,advancesTrial,directSelect,trialStartTime,clickTime,responseTime,timestamp,sourceFile
P000,S000,MainTask,ConditionB,ExplicitDisplayFocus,StrongOcclusion,36,84,Display_B_Back,Display_B_Back_C2_R3,0.75,0.78,0.1,1,Display_B_Back,0.753,0.789,Correct,1,0,0,0,1,0,114.129,115.202,1.073,2026-05-20T16:00:35.5357210+09:00,Logs/Quest/t1_results_P000_S000_20260520_155953.csv
P000,S000,MainTask,ConditionB,ExplicitDisplayFocus,StrongOcclusion,37,85,Display_A_Front,Display_A_Front_C1_R1,0.25,0.22,0.1,1,Display_A_Front,0.265,0.183,Correct,1,0,0,0,1,0,115.202,116.817,1.615,2026-05-20T16:00:37.1506930+09:00,Logs/Quest/t1_results_P000_S000_20260520_155953.csv
P000,S000,MainTask,ConditionB,ExplicitDisplayFocus,StrongOcclusion,38,86,Display_A_Front,Display_A_Front_C2_R1,0.75,0.22,0.1,1,Display_A_Front,0.769,0.202,Correct,1,0,0,0,1,0,116.817,117.888,1.071,2026-05-20T16:00:38.2220470+09:00,Logs/Quest/t1_results_P000_S000_20260520_155953.csv
P000,S000,MainTask,ConditionB,ExplicitDisplayFocus,StrongOcclusion,39,87,Display_A_Front,Display_A_Front_C1_R2,0.25,0.5,0.1,1,Display_A_Front,0.242,0.535,Correct,1,0,0,0,1,0,117.888,118.848,0.96,2026-05-20T16:00:39.1816120+09:00,Logs/Quest/t1_results_P000_S000_20260520_155953.csv
P000,S000,MainTask,ConditionB,ExplicitDisplayFocus,StrongOcclusion,40,88,Display_A_Front,Display_A_Front_C2_R2,0.75,0.5,0.1,1,Display_A_Front,0.763,0.492,Correct,1,0,0,0,1,0,118.848,119.837,0.989,2026-05-20T16:00:40.1705940+09:00,Logs/Quest/t1_results_P000_S000_20260520_155953.csv
P000,S000,MainTask,ConditionB,ExplicitDisplayFocus,StrongOcclusion,41,89,Display_A_Front,Display_A_Front_C1_R3,0.25,0.78,0.1,1,Display_A_Front,0.254,0.801,Correct,1,0,0,0,1,0,119.837,120.743,0.906,2026-05-20T16:00:41.0763510+09:00,Logs/Quest/t1_results_P000_S000_20260520_155953.csv
P000,S000,MainTask,ConditionB,ExplicitDisplayFocus,StrongOcclusion,42,90,Display_A_Front,Display_A_Front_C2_R3,0.75,0.78,0.1,1,Display_A_Front,0.776,0.795,Correct,1,0,0,0,1,0,120.743,121.661,0.918,2026-05-20T16:00:41.9945100+09:00,Logs/Quest/t1_results_P000_S000_20260520_155953.csv
P000,S000,MainTask,ConditionB,ExplicitDisplayFocus,StrongOcclusion,43,91,Display_B_Back,Display_B_Back_C1_R1,0.25,0.22,0.1,1,Display_B_Back,0.27,0.197,Correct,1,0,0,0,1,0,121.661,122.747,1.086,2026-05-20T16:00:43.0805460+09:00,Logs/Quest/t1_results_P000_S000_20260520_155953.csv
P000,S000,MainTask,ConditionB,ExplicitDisplayFocus,StrongOcclusion,44,92,Display_B_Back,Display_B_Back_C2_R1,0.75,0.22,0.1,1,Display_B_Back,0.734,0.196,Correct,1,0,0,0,1,0,122.747,124.209,1.462,2026-05-20T16:00:44.5423950+09:00,Logs/Quest/t1_results_P000_S000_20260520_155953.csv
P000,S000,MainTask,ConditionB,ExplicitDisplayFocus,StrongOcclusion,45,93,Display_B_Back,Display_B_Back_C1_R2,0.25,0.5,0.1,1,Display_B_Back,0.247,0.493,Correct,1,0,0,0,1,0,124.209,125.113,0.905,2026-05-20T16:00:45.4469040+09:00,Logs/Quest/t1_results_P000_S000_20260520_155953.csv
P000,S000,MainTask,ConditionB,ExplicitDisplayFocus,StrongOcclusion,46,94,Display_B_Back,Display_B_Back_C2_R2,0.75,0.5,0.1,1,Display_B_Back,0.766,0.486,Correct,1,0,0,0,1,0,125.113,126.06,0.947,2026-05-20T16:00:46.3936650+09:00,Logs/Quest/t1_results_P000_S000_20260520_155953.csv
P000,S000,MainTask,ConditionB,ExplicitDisplayFocus,StrongOcclusion,47,95,Display_B_Back,Display_B_Back_C1_R3,0.25,0.78,0.1,1,Display_B_Back,0.254,0.75,Correct,1,0,0,0,1,0,126.06,127.73,1.67,2026-05-20T16:00:48.0639460+09:00,Logs/Quest/t1_results_P000_S000_20260520_155953.csv
P000,S000,MainTask,ConditionB,ExplicitDisplayFocus,StrongOcclusion,48,96,Display_B_Back,Display_B_Back_C2_R3,0.75,0.78,0.1,1,Display_B_Back,0.762,0.76,Correct,1,0,0,0,1,0,127.73,128.676,0.946,2026-05-20T16:00:49.0100050+09:00,Logs/Quest/t1_results_P000_S000_20260520_155953.csv
